Data as of,Start week,End Week,Group,State,Indicator,COVID Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID Deaths",Footnote
05/05/2020,02/08/2020,02/08/2020,By week,Oklahoma,Week-ending,0,796,0.93,56,0,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/15/2020,02/15/2020,By week,Oklahoma,Week-ending,0,776,0.88,75,0,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/22/2020,02/22/2020,By week,Oklahoma,Week-ending,0,738,0.89,67,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/29/2020,02/29/2020,By week,Oklahoma,Week-ending,0,775,0.95,69,0,13,82,
05/05/2020,03/07/2020,03/07/2020,By week,Oklahoma,Week-ending,0,770,0.92,64,0,19,83,
05/05/2020,03/14/2020,03/14/2020,By week,Oklahoma,Week-ending,0,754,0.92,71,0,15,86,
05/05/2020,03/21/2020,03/21/2020,By week,Oklahoma,Week-ending,,780,0.97,70,,,75,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/28/2020,03/28/2020,By week,Oklahoma,Week-ending,16,781,1.05,71,,10,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/04/2020,04/04/2020,By week,Oklahoma,Week-ending,35,691,0.92,78,17,,99,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/11/2020,04/11/2020,By week,Oklahoma,Week-ending,38,717,0.96,76,17,,98,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,Oklahoma,Week-ending,27,584,0.79,41,,,64,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,Oklahoma,Week-ending,10,373,0.5,26,,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,Oklahoma,Week-ending,0,54,0.07,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/01/2020,02/01/2020,By week,Oregon,Week-ending,0,724,0.99,34,0,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/08/2020,02/08/2020,By week,Oregon,Week-ending,0,725,0.97,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/15/2020,02/15/2020,By week,Oregon,Week-ending,0,776,1.08,41,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/22/2020,02/22/2020,By week,Oregon,Week-ending,0,725,0.99,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/29/2020,02/29/2020,By week,Oregon,Week-ending,0,729,0.99,33,0,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/07/2020,03/07/2020,By week,Oregon,Week-ending,0,777,1.03,35,0,10,45,
05/05/2020,03/14/2020,03/14/2020,By week,Oregon,Week-ending,,725,0.95,39,0,12,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/21/2020,03/21/2020,By week,Oregon,Week-ending,,748,1.03,52,,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/28/2020,03/28/2020,By week,Oregon,Week-ending,14,730,1,42,,,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/04/2020,04/04/2020,By week,Oregon,Week-ending,20,705,0.97,47,,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/11/2020,04/11/2020,By week,Oregon,Week-ending,21,634,0.9,44,11,,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,Oregon,Week-ending,20,500,0.69,23,,0,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,Oregon,Week-ending,,313,0.45,15,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,Oregon,Week-ending,0,92,0.13,0,0,0,0,
05/05/2020,02/01/2020,02/01/2020,By week,Pennsylvania,Week-ending,0,1952,0.68,106,0,12,118,
05/05/2020,02/08/2020,02/08/2020,By week,Pennsylvania,Week-ending,0,1957,0.68,91,0,13,104,
05/05/2020,02/15/2020,02/15/2020,By week,Pennsylvania,Week-ending,0,1928,0.67,117,0,14,131,
05/05/2020,02/22/2020,02/22/2020,By week,Pennsylvania,Week-ending,0,1910,0.67,100,0,16,116,
05/05/2020,02/29/2020,02/29/2020,By week,Pennsylvania,Week-ending,0,1956,0.7,97,0,14,111,
05/05/2020,03/07/2020,03/07/2020,By week,Pennsylvania,Week-ending,0,1930,0.69,106,0,27,133,
05/05/2020,03/14/2020,03/14/2020,By week,Pennsylvania,Week-ending,0,2048,0.74,120,0,24,144,
05/05/2020,03/21/2020,03/21/2020,By week,Pennsylvania,Week-ending,,2182,0.79,163,,21,187,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/28/2020,03/28/2020,By week,Pennsylvania,Week-ending,48,2546,0.94,186,25,20,229,
05/05/2020,04/04/2020,04/04/2020,By week,Pennsylvania,Week-ending,181,2810,1.05,259,76,10,374,
05/05/2020,04/11/2020,04/11/2020,By week,Pennsylvania,Week-ending,525,3154,1.17,409,215,,720,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,Pennsylvania,Week-ending,555,2961,1.12,359,211,,705,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,Pennsylvania,Week-ending,71,1223,0.48,71,22,,122,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,Pennsylvania,Week-ending,,765,0.28,47,,0,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/01/2020,02/01/2020,By week,Rhode Island,Week-ending,0,218,1,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/08/2020,02/08/2020,By week,Rhode Island,Week-ending,0,241,1.03,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/15/2020,02/15/2020,By week,Rhode Island,Week-ending,0,180,0.8,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/22/2020,02/22/2020,By week,Rhode Island,Week-ending,0,203,1.01,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/29/2020,02/29/2020,By week,Rhode Island,Week-ending,0,233,1.1,12,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/07/2020,03/07/2020,By week,Rhode Island,Week-ending,0,244,1.12,18,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/14/2020,03/14/2020,By week,Rhode Island,Week-ending,0,182,0.9,10,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/21/2020,03/21/2020,By week,Rhode Island,Week-ending,0,190,0.91,16,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/28/2020,03/28/2020,By week,Rhode Island,Week-ending,,161,0.83,10,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/04/2020,04/04/2020,By week,Rhode Island,Week-ending,15,181,0.83,13,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/11/2020,04/11/2020,By week,Rhode Island,Week-ending,22,158,0.81,10,,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,Rhode Island,Week-ending,22,97,0.47,13,,0,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,Rhode Island,Week-ending,,25,0.12,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,Rhode Island,Week-ending,0,,0,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/01/2020,02/01/2020,By week,South Carolina,Week-ending,0,1028,0.98,59,0,10,69,
05/05/2020,02/08/2020,02/08/2020,By week,South Carolina,Week-ending,0,1093,1.07,60,0,17,77,
05/05/2020,02/15/2020,02/15/2020,By week,South Carolina,Week-ending,0,997,0.98,69,0,15,84,
05/05/2020,02/22/2020,02/22/2020,By week,South Carolina,Week-ending,0,1032,1.05,48,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/29/2020,02/29/2020,By week,South Carolina,Week-ending,0,1037,1.1,57,0,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/07/2020,03/07/2020,By week,South Carolina,Week-ending,0,1123,1.14,63,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/14/2020,03/14/2020,By week,South Carolina,Week-ending,0,1089,1.11,53,0,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/21/2020,03/21/2020,By week,South Carolina,Week-ending,,1060,1.06,57,,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/28/2020,03/28/2020,By week,South Carolina,Week-ending,18,1018,1.07,77,,,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/04/2020,04/04/2020,By week,South Carolina,Week-ending,35,1027,1.06,81,17,,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/11/2020,04/11/2020,By week,South Carolina,Week-ending,50,1094,1.15,76,18,,110,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,South Carolina,Week-ending,42,973,1.07,70,14,,99,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,South Carolina,Week-ending,22,656,0.72,50,,0,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,South Carolina,Week-ending,0,103,0.11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/01/2020,02/01/2020,By week,South Dakota,Week-ending,0,162,0.94,10,0,0,10,
05/05/2020,02/08/2020,02/08/2020,By week,South Dakota,Week-ending,0,149,0.89,15,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/15/2020,02/15/2020,By week,South Dakota,Week-ending,0,177,1.07,11,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/22/2020,02/22/2020,By week,South Dakota,Week-ending,0,174,1.05,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/29/2020,02/29/2020,By week,South Dakota,Week-ending,0,161,0.94,,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/07/2020,03/07/2020,By week,South Dakota,Week-ending,0,191,1.1,20,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/14/2020,03/14/2020,By week,South Dakota,Week-ending,,165,0.98,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/21/2020,03/21/2020,By week,South Dakota,Week-ending,0,160,1.02,12,0,0,12,
05/05/2020,03/28/2020,03/28/2020,By week,South Dakota,Week-ending,,144,0.92,15,0,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/04/2020,04/04/2020,By week,South Dakota,Week-ending,,163,1.02,18,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/11/2020,04/11/2020,By week,South Dakota,Week-ending,,142,0.88,12,0,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,South Dakota,Week-ending,,131,0.82,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,South Dakota,Week-ending,,107,0.74,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,South Dakota,Week-ending,0,32,0.19,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/01/2020,02/01/2020,By week,Tennessee,Week-ending,0,1577,1.03,125,0,12,137,
05/05/2020,02/08/2020,02/08/2020,By week,Tennessee,Week-ending,0,1602,1.01,123,0,14,137,
05/05/2020,02/15/2020,02/15/2020,By week,Tennessee,Week-ending,0,1438,0.93,114,0,14,128,
05/05/2020,02/22/2020,02/22/2020,By week,Tennessee,Week-ending,0,1503,1,98,0,10,108,
05/05/2020,02/29/2020,02/29/2020,By week,Tennessee,Week-ending,0,1479,1,108,0,15,123,
05/05/2020,03/07/2020,03/07/2020,By week,Tennessee,Week-ending,0,1592,1.09,118,0,13,131,
05/05/2020,03/14/2020,03/14/2020,By week,Tennessee,Week-ending,0,1562,1.05,102,0,12,114,
05/05/2020,03/21/2020,03/21/2020,By week,Tennessee,Week-ending,,1495,1.03,110,,,119,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/28/2020,03/28/2020,By week,Tennessee,Week-ending,,1471,1.01,115,,,127,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/04/2020,04/04/2020,By week,Tennessee,Week-ending,51,1505,1.03,130,20,,170,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/11/2020,04/11/2020,By week,Tennessee,Week-ending,49,1417,0.98,130,29,,152,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,Tennessee,Week-ending,23,1349,0.96,93,10,0,106,
05/05/2020,04/25/2020,04/25/2020,By week,Tennessee,Week-ending,,926,0.64,55,,0,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,Tennessee,Week-ending,0,264,0.19,16,0,0,16,
05/05/2020,02/01/2020,02/01/2020,By week,Texas,Week-ending,0,4150,0.97,275,0,30,305,
05/05/2020,02/08/2020,02/08/2020,By week,Texas,Week-ending,0,4300,1.01,279,0,37,316,
05/05/2020,02/15/2020,02/15/2020,By week,Texas,Week-ending,0,4315,1.02,298,0,44,342,
05/05/2020,02/22/2020,02/22/2020,By week,Texas,Week-ending,0,4173,1.01,277,0,35,312,
05/05/2020,02/29/2020,02/29/2020,By week,Texas,Week-ending,0,4099,1,296,0,39,335,
05/05/2020,03/07/2020,03/07/2020,By week,Texas,Week-ending,0,4116,0.98,271,0,38,309,
05/05/2020,03/14/2020,03/14/2020,By week,Texas,Week-ending,0,4089,1.01,297,0,34,331,
05/05/2020,03/21/2020,03/21/2020,By week,Texas,Week-ending,10,4155,1.04,320,,23,348,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/28/2020,03/28/2020,By week,Texas,Week-ending,41,4128,1.06,334,14,17,376,
05/05/2020,04/04/2020,04/04/2020,By week,Texas,Week-ending,107,3981,1.04,339,39,,413,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/11/2020,04/11/2020,By week,Texas,Week-ending,157,3848,1,363,59,,465,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,Texas,Week-ending,112,3328,0.87,286,55,,345,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,Texas,Week-ending,18,2022,0.53,119,,,133,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,Texas,Week-ending,,324,0.09,20,,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/01/2020,02/01/2020,By week,Utah,Week-ending,0,359,0.97,18,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/08/2020,02/08/2020,By week,Utah,Week-ending,0,289,0.74,16,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/15/2020,02/15/2020,By week,Utah,Week-ending,0,412,1.12,14,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/22/2020,02/22/2020,By week,Utah,Week-ending,0,365,0.95,16,0,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/29/2020,02/29/2020,By week,Utah,Week-ending,0,393,1.01,31,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/07/2020,03/07/2020,By week,Utah,Week-ending,0,401,0.99,30,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/14/2020,03/14/2020,By week,Utah,Week-ending,0,403,1.09,21,0,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/21/2020,03/21/2020,By week,Utah,Week-ending,0,410,1.08,28,0,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/28/2020,03/28/2020,By week,Utah,Week-ending,,391,1.11,33,0,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/04/2020,04/04/2020,By week,Utah,Week-ending,11,404,1.13,32,,0,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/11/2020,04/11/2020,By week,Utah,Week-ending,,375,0.99,16,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,Utah,Week-ending,,378,0.99,20,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,Utah,Week-ending,,334,0.94,11,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,Utah,Week-ending,0,150,0.41,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/01/2020,02/01/2020,By week,Vermont,Week-ending,0,105,0.85,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/08/2020,02/08/2020,By week,Vermont,Week-ending,0,112,0.94,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/15/2020,02/15/2020,By week,Vermont,Week-ending,0,126,1.11,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/22/2020,02/22/2020,By week,Vermont,Week-ending,0,107,0.94,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/29/2020,02/29/2020,By week,Vermont,Week-ending,0,137,1.31,12,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/07/2020,03/07/2020,By week,Vermont,Week-ending,0,134,0.91,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/14/2020,03/14/2020,By week,Vermont,Week-ending,0,140,1.28,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/21/2020,03/21/2020,By week,Vermont,Week-ending,,134,1.14,10,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/28/2020,03/28/2020,By week,Vermont,Week-ending,,106,0.94,14,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/04/2020,04/04/2020,By week,Vermont,Week-ending,,143,1.23,13,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/11/2020,04/11/2020,By week,Vermont,Week-ending,,109,0.91,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,Vermont,Week-ending,,128,1.13,11,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,Vermont,Week-ending,11,117,1.03,,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,Vermont,Week-ending,0,59,0.5,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/01/2020,02/01/2020,By week,Virginia,Week-ending,0,1418,1,72,0,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/08/2020,02/08/2020,By week,Virginia,Week-ending,0,1521,1.04,62,0,11,73,
05/05/2020,02/15/2020,02/15/2020,By week,Virginia,Week-ending,0,1375,0.98,57,0,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/22/2020,02/22/2020,By week,Virginia,Week-ending,0,1437,1.03,71,0,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/29/2020,02/29/2020,By week,Virginia,Week-ending,0,1382,0.98,63,0,17,80,
05/05/2020,03/07/2020,03/07/2020,By week,Virginia,Week-ending,0,1468,1.07,73,0,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/14/2020,03/14/2020,By week,Virginia,Week-ending,,1415,1.04,64,0,18,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/21/2020,03/21/2020,By week,Virginia,Week-ending,,1437,1.03,70,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/28/2020,03/28/2020,By week,Virginia,Week-ending,24,1489,1.1,99,,,128,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/04/2020,04/04/2020,By week,Virginia,Week-ending,44,1404,1.03,96,18,,128,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/11/2020,04/11/2020,By week,Virginia,Week-ending,79,1530,1.14,124,26,,180,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,Virginia,Week-ending,141,1388,1.07,113,43,,213,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,Virginia,Week-ending,56,1026,0.8,59,18,,98,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,Virginia,Week-ending,,330,0.25,15,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/01/2020,02/01/2020,By week,Washington,Week-ending,0,1195,1.02,71,0,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/08/2020,02/08/2020,By week,Washington,Week-ending,0,1164,0.98,69,0,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/15/2020,02/15/2020,By week,Washington,Week-ending,0,1173,0.97,84,0,11,95,
05/05/2020,02/22/2020,02/22/2020,By week,Washington,Week-ending,0,1108,0.95,66,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/29/2020,02/29/2020,By week,Washington,Week-ending,,1128,0.96,79,,,90,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/07/2020,03/07/2020,By week,Washington,Week-ending,18,1196,1.04,97,12,16,118,
05/05/2020,03/14/2020,03/14/2020,By week,Washington,Week-ending,26,1153,0.99,88,16,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/21/2020,03/21/2020,By week,Washington,Week-ending,58,1207,1.02,118,25,16,166,
05/05/2020,03/28/2020,03/28/2020,By week,Washington,Week-ending,113,1274,1.15,161,54,,227,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/04/2020,04/04/2020,By week,Washington,Week-ending,146,1263,1.1,151,79,,226,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/11/2020,04/11/2020,By week,Washington,Week-ending,120,1240,1.11,124,71,0,173,
05/05/2020,04/18/2020,04/18/2020,By week,Washington,Week-ending,44,979,0.91,76,24,,98,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,Washington,Week-ending,,615,0.6,21,0,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,Washington,Week-ending,0,134,0.12,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/01/2020,02/01/2020,By week,West Virginia,Week-ending,0,468,0.99,30,0,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/08/2020,02/08/2020,By week,West Virginia,Week-ending,0,476,1.03,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/15/2020,02/15/2020,By week,West Virginia,Week-ending,0,470,1.01,35,0,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/22/2020,02/22/2020,By week,West Virginia,Week-ending,0,461,1.07,25,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
